subject condition sample channel value hemisphere
R1292 c3 78 ch48 -44.700401 left
R1292 c3 78 ch76 -91.231400 left
R1292 c3 78 ch77 -72.148895 left
R1292 c3 78 ch79 31.617870 left
R1292 c3 78 ch80 124.325798 left
R1292 c3 78 ch85 98.515442 left
R1292 c3 78 ch88 -121.791542 left
R1292 c3 78 ch90 -97.995110 left
R1292 c3 78 ch130 -0.338131 left
R1292 c3 78 ch131 78.932198 left
R1292 c3 79 ch48 -44.051826 left
R1292 c3 79 ch76 -92.278809 left
R1292 c3 79 ch77 -74.262108 left
R1292 c3 79 ch79 30.797979 left
R1292 c3 79 ch80 124.474464 left
R1292 c3 79 ch85 98.088623 left
R1292 c3 79 ch88 -124.342392 left
R1292 c3 79 ch90 -100.234413 left
R1292 c3 79 ch130 -1.576790 left
R1292 c3 79 ch131 79.182594 left
R1292 c3 80 ch48 -43.430645 left
R1292 c3 80 ch76 -93.255470 left
R1292 c3 80 ch77 -76.332817 left
R1292 c3 80 ch79 29.883997 left
R1292 c3 80 ch80 124.264137 left
R1292 c3 80 ch85 97.516449 left
R1292 c3 80 ch88 -126.766663 left
R1292 c3 80 ch90 -102.294525 left
R1292 c3 80 ch130 -2.804662 left
R1292 c3 80 ch131 79.415886 left
R1292 c3 81 ch48 -42.850342 left
R1292 c3 81 ch76 -94.155739 left
R1292 c3 81 ch77 -78.350822 left
R1292 c3 81 ch79 28.876411 left
R1292 c3 81 ch80 123.694160 left
R1292 c3 81 ch85 96.807365 left
R1292 c3 81 ch88 -129.044647 left
R1292 c3 81 ch90 -104.165558 left
R1292 c3 81 ch130 -4.018192 left
R1292 c3 81 ch131 79.635223 left
R1292 c3 82 ch48 -42.323265 left
R1292 c3 82 ch76 -94.973419 left
R1292 c3 82 ch77 -80.305466 left
R1292 c3 82 ch79 27.776186 left
R1292 c3 82 ch80 122.766205 left
R1292 c3 82 ch85 95.970284 left
R1292 c3 82 ch88 -131.157654 left
R1292 c3 82 ch90 -105.838593 left
R1292 c3 82 ch130 -5.214161 left
R1292 c3 82 ch131 79.842484 left
R1292 c3 83 ch48 -41.860584 left
R1292 c3 83 ch76 -95.701950 left
R1292 c3 83 ch77 -82.185822 left
R1292 c3 83 ch79 26.584761 left
R1292 c3 83 ch80 121.484558 left
R1292 c3 83 ch85 95.014359 left
R1292 c3 83 ch88 -133.087936 left
R1292 c3 83 ch90 -107.306389 left
R1292 c3 83 ch130 -6.389656 left
R1292 c3 83 ch131 80.038376 left
R1292 c3 84 ch48 -41.472092 left
R1292 c3 84 ch76 -96.334503 left
R1292 c3 84 ch77 -83.980827 left
R1292 c3 84 ch79 25.304094 left
R1292 c3 84 ch80 119.855881 left
R1292 c3 84 ch85 93.948845 left
R1292 c3 84 ch88 -134.819107 left
R1292 c3 84 ch90 -108.563026 left
R1292 c3 84 ch130 -7.542085 left
R1292 c3 84 ch131 80.222359 left
R1292 c3 85 ch48 -41.166161 left
R1292 c3 85 ch76 -96.864037 left
R1292 c3 85 ch77 -85.679489 left
R1292 c3 85 ch79 23.936640 left
R1292 c3 85 ch80 117.889374 left
R1292 c3 85 ch85 92.783333 left
R1292 c3 85 ch88 -136.336533 left
R1292 c3 85 ch90 -109.604393 left
R1292 c3 85 ch130 -8.669182 left
R1292 c3 85 ch131 80.392693 left
R1292 c3 86 ch48 -40.949715 left
R1292 c3 86 ch76 -97.283562 left
R1292 c3 86 ch77 -87.271072 left
R1292 c3 86 ch79 22.485361 left
R1292 c3 86 ch80 115.596687 left
R1292 c3 86 ch85 91.527382 left
R1292 c3 86 ch88 -137.627350 left
R1292 c3 86 ch90 -110.428185 left
R1292 c3 86 ch130 -9.769011 left
R1292 c3 86 ch131 80.546478 left
R1292 c3 87 ch48 -40.828068 left
R1292 c3 87 ch76 -97.586113 left
R1292 c3 87 ch77 -88.745209 left
R1292 c3 87 ch79 20.953709 left
R1292 c3 87 ch80 112.991867 left
R1292 c3 87 ch85 90.190674 left
R1292 c3 87 ch88 -138.681137 left
R1292 c3 87 ch90 -111.033997 left
R1292 c3 87 ch130 -10.839960 left
R1292 c3 87 ch131 80.679886 left
R1292 c3 88 ch48 -40.805126 left
R1292 c3 88 ch76 -97.764999 left
R1292 c3 88 ch77 -90.092155 left
R1292 c3 88 ch79 19.345652 left
R1292 c3 88 ch80 110.091331 left
R1292 c3 88 ch85 88.782822 left
R1292 c3 88 ch88 -139.489502 left
R1292 c3 88 ch90 -111.423439 left
R1292 c3 88 ch130 -11.880752 left
R1292 c3 88 ch131 80.787971 left
R1292 c3 89 ch48 -40.883144 left
R1292 c3 89 ch76 -97.813904 left
R1292 c3 89 ch77 -91.302933 left
R1292 c3 89 ch79 17.665615 left
R1292 c3 89 ch80 106.913475 left
R1292 c3 89 ch85 87.313400 left
R1292 c3 89 ch88 -140.046860 left
R1292 c3 89 ch90 -111.600174 left
R1292 c3 89 ch130 -12.890436 left
R1292 c3 89 ch131 80.864998 left
R1292 c3 90 ch48 -41.062935 left
R1292 c3 90 ch76 -97.727051 left
R1292 c3 90 ch77 -92.369598 left
R1292 c3 90 ch79 15.918441 left
R1292 c3 90 ch80 103.478981 left
R1292 c3 90 ch85 85.791779 left
R1292 c3 90 ch88 -140.350250 left
R1292 c3 90 ch90 -111.569710 left
R1292 c3 90 ch130 -13.868399 left
R1292 c3 90 ch131 80.904633 left
R1292 c3 91 ch48 -41.343861 left
R1292 c3 91 ch76 -97.499367 left
R1292 c3 91 ch77 -93.285133 left
R1292 c3 91 ch79 14.109423 left
R1292 c3 91 ch80 99.810242 left
R1292 c3 91 ch85 84.227081 left
R1292 c3 91 ch88 -140.399384 left
R1292 c3 91 ch90 -111.339798 left
R1292 c3 91 ch130 -14.814342 left
R1292 c3 91 ch131 80.899803 left
R1292 c3 92 ch48 -41.723858 left
R1292 c3 92 ch76 -97.126419 left
R1292 c3 92 ch77 -94.043915 left
R1292 c3 92 ch79 12.244176 left
R1292 c3 92 ch80 95.931511 left
R1292 c3 92 ch85 82.628326 left
R1292 c3 92 ch88 -140.196915 left
R1292 c3 92 ch90 -110.919952 left
R1292 c3 92 ch130 -15.728301 left
R1292 c3 92 ch131 80.843216 left
R1292 c3 93 ch48 -42.199585 left
R1292 c3 93 ch76 -96.604919 left
R1292 c3 93 ch77 -94.641632 left
R1292 c3 93 ch79 10.328691 left
R1292 c3 93 ch80 91.868408 left
R1292 c3 93 ch85 81.003876 left
R1292 c3 93 ch88 -139.748245 left
R1292 c3 93 ch90 -110.321709 left
R1292 c3 93 ch130 -16.610611 left
R1292 c3 93 ch131 80.727097 left
R1292 c3 94 ch48 -42.766510 left
R1292 c3 94 ch76 -95.932541 left
R1292 c3 94 ch77 -95.075340 left
R1292 c3 94 ch79 8.369183 left
R1292 c3 94 ch80 87.647858 left
R1292 c3 94 ch85 79.361961 left
R1292 c3 94 ch88 -139.061707 left
R1292 c3 94 ch90 -109.558151 left
R1292 c3 94 ch130 -17.461926 left
R1292 c3 94 ch131 80.543968 left
R1292 c3 95 ch48 -43.418957 left
R1292 c3 95 ch76 -95.107948 left
R1292 c3 95 ch77 -95.343781 left
R1292 c3 95 ch79 6.372118 left
R1292 c3 95 ch80 83.297920 left
R1292 c3 95 ch85 77.710060 left
R1292 c3 95 ch88 -138.148163 left
R1292 c3 95 ch90 -108.644066 left
R1292 c3 95 ch130 -18.283192 left
R1292 c3 95 ch131 80.286064 left
R1292 c3 96 ch48 -44.150318 left
R1292 c3 96 ch76 -94.131279 left
R1292 c3 96 ch77 -95.447243 left
R1292 c3 96 ch79 4.344119 left
R1292 c3 96 ch80 78.847237 left
R1292 c3 96 ch85 76.055321 left
R1292 c3 96 ch88 -137.021255 left
R1292 c3 96 ch90 -107.595467 left
R1292 c3 96 ch130 -19.075623 left
R1292 c3 96 ch131 79.946114 left
R1292 c3 97 ch48 -44.953094 left
R1292 c3 97 ch76 -93.003929 left
R1292 c3 97 ch77 -95.387688 left
R1292 c3 97 ch79 2.291912 left
R1292 c3 97 ch80 74.325104 left
R1292 c3 97 ch85 74.404099 left
R1292 c3 97 ch88 -135.696884 left
R1292 c3 97 ch90 -106.429657 left
R1292 c3 97 ch130 -19.840700 left
R1292 c3 97 ch131 79.517250 left
R1292 c3 98 ch48 -45.819092 left
R1292 c3 98 ch76 -91.728516 left
R1292 c3 98 ch77 -95.168610 left
R1292 c3 98 ch79 0.222274 left
R1292 c3 98 ch80 69.760986 left
R1292 c3 98 ch85 72.762222 left
R1292 c3 98 ch88 -134.193405 left
R1292 c3 98 ch90 -105.164932 left
R1292 c3 98 ch130 -20.580166 left
R1292 c3 98 ch131 78.993156 left
R1292 c3 99 ch48 -46.739521 left
R1292 c3 99 ch76 -90.309143 left
R1292 c3 99 ch77 -94.795174 left
R1292 c3 99 ch79 -1.858021 left
R1292 c3 99 ch80 65.184319 left
R1292 c3 99 ch85 71.134735 left
R1292 c3 99 ch88 -132.530853 left
R1292 c3 99 ch90 -103.819977 left
R1292 c3 99 ch130 -21.295950 left
R1292 c3 99 ch131 78.368294 left
R1292 c3 100 ch48 -47.705132 left
R1292 c3 100 ch76 -88.751389 left
R1292 c3 100 ch77 -94.274216 left
R1292 c3 100 ch79 -3.942292 left
R1292 c3 100 ch80 60.624107 left
R1292 c3 100 ch85 69.525978 left
R1292 c3 100 ch88 -130.731354 left
R1292 c3 100 ch90 -102.414162 left
R1292 c3 100 ch130 -21.990189 left
R1292 c3 100 ch131 77.637970 left
R1292 c3 101 ch48 -48.706383 left
R1292 c3 101 ch76 -87.062180 left
R1292 c3 101 ch77 -93.613968 left
R1292 c3 101 ch79 -6.023976 left
R1292 c3 101 ch80 56.108822 left
R1292 c3 101 ch85 67.939499 left
R1292 c3 101 ch88 -128.818024 left
R1292 c3 101 ch90 -100.966705 left
R1292 c3 101 ch130 -22.665176 left
R1292 c3 101 ch131 76.798576 left
R1292 c3 102 ch48 -49.733524 left
R1292 c3 102 ch76 -85.249763 left
R1292 c3 102 ch77 -92.824142 left
R1292 c3 102 ch79 -8.096676 left
R1292 c3 102 ch80 51.665947 left
R1292 c3 102 ch85 66.378090 left
R1292 c3 102 ch88 -126.815430 left
R1292 c3 102 ch90 -99.496696 left
R1292 c3 102 ch130 -23.323353 left
R1292 c3 102 ch131 75.847549 left
R1292 c3 103 ch48 -50.776749 left
R1292 c3 103 ch76 -83.323830 left
R1292 c3 103 ch77 -91.915726 left
R1292 c3 103 ch79 -10.154247 left
R1292 c3 103 ch80 47.321827 left
R1292 c3 103 ch85 64.843681 left
R1292 c3 103 ch88 -124.748734 left
R1292 c3 103 ch90 -98.022881 left
R1292 c3 103 ch130 -23.967201 left
R1292 c3 103 ch131 74.783470 left
R1292 c3 104 ch48 -51.826328 left
R1292 c3 104 ch76 -81.295197 left
R1292 c3 104 ch77 -90.900856 left
R1292 c3 104 ch79 -12.190804 left
R1292 c3 104 ch80 43.101334 left
R1292 c3 104 ch85 63.337540 left
R1292 c3 104 ch88 -122.643280 left
R1292 c3 104 ch90 -96.562965 left
R1292 c3 104 ch130 -24.599310 left
R1292 c3 104 ch131 73.606361 left
R1292 c3 105 ch48 -52.872700 left
R1292 c3 105 ch76 -79.175964 left
R1292 c3 105 ch77 -89.792763 left
R1292 c3 105 ch79 -14.200797 left
R1292 c3 105 ch80 39.027687 left
R1292 c3 105 ch85 61.860104 left
R1292 c3 105 ch88 -120.524902 left
R1292 c3 105 ch90 -95.133827 left
R1292 c3 105 ch130 -25.222235 left
R1292 c3 105 ch131 72.317413 left
R1292 c3 106 ch48 -53.906567 left
R1292 c3 106 ch76 -76.979210 left
R1292 c3 106 ch77 -88.605476 left
R1292 c3 106 ch79 -16.179001 left
R1292 c3 106 ch80 35.122154 left
R1292 c3 106 ch85 60.411102 left
R1292 c3 106 ch88 -118.418625 left
R1292 c3 106 ch90 -93.750839 left
R1292 c3 106 ch130 -25.838512 left
R1292 c3 106 ch131 70.919273 left
R1292 c3 107 ch48 -54.919022 left
R1292 c3 107 ch76 -74.718948 left
R1292 c3 107 ch77 -87.353661 left
R1292 c3 107 ch79 -18.120577 left
R1292 c3 107 ch80 31.403936 left
R1292 c3 107 ch85 58.989578 left
R1292 c3 107 ch88 -116.349060 left
R1292 c3 107 ch90 -92.427757 left
R1292 c3 107 ch130 -26.450621 left
R1292 c3 107 ch131 69.415970 left
R1292 c3 108 ch48 -55.901630 left
R1292 c3 108 ch76 -72.410057 left
R1292 c3 108 ch77 -86.052513 left
R1292 c3 108 ch79 -20.021103 left
R1292 c3 108 ch80 27.889912 left
R1292 c3 108 ch85 57.593960 left
R1292 c3 108 ch88 -114.339638 left
R1292 c3 108 ch90 -91.176521 left
R1292 c3 108 ch130 -27.060863 left
R1292 c3 108 ch131 67.812782 left
R1292 c3 109 ch48 -56.846466 left
R1292 c3 109 ch76 -70.067879 left
R1292 c3 109 ch77 -84.717438 left
R1292 c3 109 ch79 -21.876553 left
R1292 c3 109 ch80 24.594561 left
R1292 c3 109 ch85 56.222187 left
R1292 c3 109 ch88 -112.412384 left
R1292 c3 109 ch90 -90.007225 left
R1292 c3 109 ch130 -27.671410 left
R1292 c3 109 ch131 66.116455 left
R1292 c3 110 ch48 -57.746212 left
R1292 c3 110 ch76 -67.708466 left
R1292 c3 110 ch77 -83.363945 left
R1292 c3 110 ch79 -23.683327 left
R1292 c3 110 ch80 21.529766 left
R1292 c3 110 ch85 54.871651 left
R1292 c3 110 ch88 -110.587784 left
R1292 c3 110 ch90 -88.927528 left
R1292 c3 110 ch130 -28.284174 left
R1292 c3 110 ch131 64.334984 left
R1292 c3 111 ch48 -58.594204 left
R1292 c3 111 ch76 -65.347885 left
R1292 c3 111 ch77 -82.007362 left
R1292 c3 111 ch79 -25.438251 left
R1292 c3 111 ch80 18.704798 left
R1292 c3 111 ch85 53.539486 left
R1292 c3 111 ch88 -108.884132 left
R1292 c3 111 ch90 -87.942879 left
R1292 c3 111 ch130 -28.900826 left
R1292 c3 111 ch131 62.477524 left
R1292 c3 112 ch48 -59.384502 left
R1292 c3 112 ch76 -63.002525 left
R1292 c3 112 ch77 -80.662682 left
R1292 c3 112 ch79 -27.138584 left
R1292 c3 112 ch80 16.126259 left
R1292 c3 112 ch85 52.222424 left
R1292 c3 112 ch88 -107.317650 left
R1292 c3 112 ch90 -87.056221 left
R1292 c3 112 ch130 -29.522678 left
R1292 c3 112 ch131 60.554493 left
R1292 c3 113 ch48 -60.111855 left
R1292 c3 113 ch76 -60.688553 left
R1292 c3 113 ch77 -79.344337 left
R1292 c3 113 ch79 -28.781971 left
R1292 c3 113 ch80 13.798012 left
R1292 c3 113 ch85 50.917217 left
R1292 c3 113 ch88 -105.901848 left
R1292 c3 113 ch90 -86.268028 left
R1292 c3 113 ch130 -30.150719 left
R1292 c3 113 ch131 58.577251 left
R1292 c3 114 ch48 -60.771797 left
R1292 c3 114 ch76 -58.421925 left
R1292 c3 114 ch77 -78.065979 left
R1292 c3 114 ch79 -30.366455 left
R1292 c3 114 ch80 11.721244 left
R1292 c3 114 ch85 49.620472 left
R1292 c3 114 ch88 -104.647873 left
R1292 c3 114 ch90 -85.576302 left
R1292 c3 114 ch130 -30.785494 left
R1292 c3 114 ch131 56.558105 left
R1292 c3 115 ch48 -61.360661 left
R1292 c3 115 ch76 -56.218174 left
R1292 c3 115 ch77 -76.840347 left
R1292 c3 115 ch79 -31.890471 left
R1292 c3 115 ch80 9.894512 left
R1292 c3 115 ch85 48.328888 left
R1292 c3 115 ch88 -103.563896 left
R1292 c3 115 ch90 -84.976585 left
R1292 c3 115 ch130 -31.427135 left
R1292 c3 115 ch131 54.510170 left
R1292 c3 116 ch48 -61.875538 left
R1292 c3 116 ch76 -54.092064 left
R1292 c3 116 ch77 -75.679062 left
R1292 c3 116 ch79 -33.352768 left
R1292 c3 116 ch80 8.313816 left
R1292 c3 116 ch85 47.039413 left
R1292 c3 116 ch88 -102.655197 left
R1292 c3 116 ch90 -84.461884 left
R1292 c3 116 ch130 -32.075245 left
R1292 c3 116 ch131 52.447262 left
R1292 c3 117 ch48 -62.314293 left
R1292 c3 117 ch76 -52.057728 left
R1292 c3 117 ch77 -74.592438 left
R1292 c3 117 ch79 -34.752441 left
R1292 c3 117 ch80 6.972722 left
R1292 c3 117 ch85 45.749287 left
R1292 c3 117 ch88 -101.924141 left
R1292 c3 117 ch90 -84.023010 left
R1292 c3 117 ch130 -32.728958 left
R1292 c3 117 ch131 50.383652 left
R1292 c3 118 ch48 -62.675587 left
R1292 c3 118 ch76 -50.128174 left
R1292 c3 118 ch77 -73.589355 left
R1292 c3 118 ch79 -36.088844 left
R1292 c3 118 ch80 5.862525 left
R1292 c3 118 ch85 44.456234 left
R1292 c3 118 ch88 -101.370026 left
R1292 c3 118 ch90 -83.648575 left
R1292 c3 118 ch130 -33.386837 left
R1292 c3 118 ch131 48.333996 left
R1292 c3 119 ch48 -62.958847 left
R1292 c3 119 ch76 -48.315365 left
R1292 c3 119 ch77 -72.677216 left
R1292 c3 119 ch79 -37.361603 left
R1292 c3 119 ch80 4.972403 left
R1292 c3 119 ch85 43.158520 left
R1292 c3 119 ch88 -100.989296 left
R1292 c3 119 ch90 -83.325233 left
R1292 c3 119 ch130 -34.046906 left
R1292 c3 119 ch131 46.313156 left
R1292 c3 120 ch48 -63.164238 left
R1292 c3 120 ch76 -46.629971 left
R1292 c3 120 ch77 -71.861717 left
R1292 c3 120 ch79 -38.570526 left
R1292 c3 120 ch80 4.289647 left
R1292 c3 120 ch85 41.855011 left
R1292 c3 120 ch88 -100.775482 left
R1292 c3 120 ch90 -83.037819 left
R1292 c3 120 ch130 -34.706593 left
R1292 c3 120 ch131 44.336040 left
R1292 c3 121 ch48 -63.292641 left
R1292 c3 121 ch76 -45.081348 left
R1292 c3 121 ch77 -71.146873 left
R1292 c3 121 ch79 -39.715588 left
R1292 c3 121 ch80 3.799882 left
R1292 c3 121 ch85 40.545395 left
R1292 c3 121 ch88 -100.719315 left
R1292 c3 121 ch90 -82.769745 left
R1292 c3 121 ch130 -35.362782 left
R1292 c3 121 ch131 42.417381 left
R1292 c3 122 ch48 -63.345646 left
R1292 c3 122 ch76 -43.677269 left
R1292 c3 122 ch77 -70.534882 left
R1292 c3 122 ch79 -40.796928 left
R1292 c3 122 ch80 3.487311 left
R1292 c3 122 ch85 39.230129 left
R1292 c3 122 ch88 -100.809006 left
R1292 c3 122 ch90 -82.503151 left
R1292 c3 122 ch130 -36.011757 left
R1292 c3 122 ch131 40.571712 left
R1292 c3 123 ch48 -63.325485 left
R1292 c3 123 ch76 -42.423988 left
R1292 c3 123 ch77 -70.026131 left
R1292 c3 123 ch79 -41.814762 left
R1292 c3 123 ch80 3.334973 left
R1292 c3 123 ch85 37.910591 left
R1292 c3 123 ch88 -101.030266 left
R1292 c3 123 ch90 -82.219208 left
R1292 c3 123 ch130 -36.649242 left
R1292 c3 123 ch131 38.813038 left
R1292 c3 124 ch48 -63.234989 left
R1292 c3 124 ch76 -41.326187 left
R1292 c3 124 ch77 -69.619217 left
R1292 c3 124 ch79 -42.769337 left
R1292 c3 124 ch80 3.325042 left
R1292 c3 124 ch85 36.589100 left
R1292 c3 124 ch88 -101.366730 left
R1292 c3 124 ch90 -81.898552 left
R1292 c3 124 ch130 -37.270470 left
R1292 c3 124 ch131 37.154785 left
R1292 c3 125 ch48 -63.077599 left
R1292 c3 125 ch76 -40.386806 left
R1292 c3 125 ch77 -69.310936 left
R1292 c3 125 ch79 -43.660957 left
R1292 c3 125 ch80 3.439073 left
R1292 c3 125 ch85 35.268898 left
R1292 c3 125 ch88 -101.800011 left
R1292 c3 125 ch90 -81.521355 left
R1292 c3 125 ch130 -37.870106 left
R1292 c3 125 ch131 35.609650 left
R1292 c3 126 ch48 -62.857254 left
R1292 c3 126 ch76 -39.607159 left
R1292 c3 126 ch77 -69.096245 left
R1292 c3 126 ch79 -44.489857 left
R1292 c3 126 ch80 3.658330 left
R1292 c3 126 ch85 33.954247 left
R1292 c3 126 ch88 -102.310158 left
R1292 c3 126 ch90 -81.067978 left
R1292 c3 126 ch130 -38.442371 left
R1292 c3 126 ch131 34.189396 left
R1292 c3 127 ch48 -62.578384 left
R1292 c3 127 ch76 -38.986881 left
R1292 c3 127 ch77 -68.968536 left
R1292 c3 127 ch79 -45.256294 left
R1292 c3 127 ch80 3.964041 left
R1292 c3 127 ch85 32.650375 left
R1292 c3 127 ch88 -102.875847 left
R1292 c3 127 ch90 -80.519127 left
R1292 c3 127 ch130 -38.981098 left
R1292 c3 127 ch131 32.904774 left
R1292 c3 128 ch48 -62.245815 left
R1292 c3 128 ch76 -38.523956 left
R1292 c3 128 ch77 -68.919510 left
R1292 c3 128 ch79 -45.960396 left
R1292 c3 128 ch80 4.337697 left
R1292 c3 128 ch85 31.363432 left
R1292 c3 128 ch88 -103.474815 left
R1292 c3 128 ch90 -79.856110 left
R1292 c3 128 ch130 -39.479740 left
R1292 c3 128 ch131 31.765362 left
R1292 c3 129 ch48 -61.864803 left
R1292 c3 129 ch76 -38.214806 left
R1292 c3 129 ch77 -68.939430 left
R1292 c3 129 ch79 -46.602173 left
R1292 c3 129 ch80 4.761312 left
R1292 c3 129 ch85 30.100452 left
R1292 c3 129 ch88 -104.084045 left
R1292 c3 129 ch90 -79.061325 left
R1292 c3 129 ch130 -39.931480 left
R1292 c3 129 ch131 30.779507 left
R1292 c3 130 ch48 -61.440842 left
R1292 c3 130 ch76 -38.054298 left
R1292 c3 130 ch77 -69.017220 left
R1292 c3 130 ch79 -47.181583 left
R1292 c3 130 ch80 5.217682 left
R1292 c3 130 ch85 28.869301 left
R1292 c3 130 ch88 -104.680428 left
R1292 c3 130 ch90 -78.118469 left
R1292 c3 130 ch130 -40.329277 left
R1292 c3 130 ch131 29.954157 left
R1292 c3 131 ch48 -60.979725 left
R1292 c3 131 ch76 -38.035900 left
R1292 c3 131 ch77 -69.140564 left
R1292 c3 131 ch79 -47.698437 left
R1292 c3 131 ch80 5.690619 left
R1292 c3 131 ch85 27.678612 left
R1292 c3 131 ch88 -105.240540 left
R1292 c3 131 ch90 -77.012810 left
R1292 c3 131 ch130 -40.666004 left
R1292 c3 131 ch131 29.294834 left
R1292 c3 132 ch48 -60.487423 left
R1292 c3 132 ch76 -38.151772 left
R1292 c3 132 ch77 -69.296188 left
R1292 c3 132 ch79 -48.152340 left
R1292 c3 132 ch80 6.165194 left
R1292 c3 132 ch85 26.537546 left
R1292 c3 132 ch88 -105.741676 left
R1292 c3 132 ch90 -75.731499 left
R1292 c3 132 ch130 -40.934494 left
R1292 c3 132 ch131 28.805548 left
R1292 c3 133 ch48 -59.970005 left
R1292 c3 133 ch76 -38.392879 left
R1292 c3 133 ch77 -69.469940 left
R1292 c3 133 ch79 -48.542862 left
R1292 c3 133 ch80 6.627883 left
R1292 c3 133 ch85 25.455894 left
R1292 c3 133 ch88 -106.161659 left
R1292 c3 133 ch90 -74.263763 left
R1292 c3 133 ch130 -41.127666 left
R1292 c3 133 ch131 28.488728 left
R1292 c3 134 ch48 -59.433662 left
R1292 c3 134 ch76 -38.749123 left
R1292 c3 134 ch77 -69.647072 left
R1292 c3 134 ch79 -48.869312 left
R1292 c3 134 ch80 7.066792 left
R1292 c3 134 ch85 24.443724 left
R1292 c3 134 ch88 -106.479324 left
R1292 c3 134 ch90 -72.601143 left
R1292 c3 134 ch130 -41.238651 left
R1292 c3 134 ch131 28.345198 left
R1292 c3 135 ch48 -58.884525 left
R1292 c3 135 ch76 -39.209545 left
R1292 c3 135 ch77 -69.812454 left
R1292 c3 135 ch79 -49.130959 left
R1292 c3 135 ch80 7.471731 left
R1292 c3 135 ch85 23.511301 left
R1292 c3 135 ch88 -106.674980 left
R1292 c3 135 ch90 -70.737640 left
R1292 c3 135 ch130 -41.260853 left
R1292 c3 135 ch131 28.374138 left
R1292 c3 136 ch48 -58.328651 left
R1292 c3 136 ch76 -39.762447 left
R1292 c3 136 ch77 -69.950691 left
R1292 c3 136 ch79 -49.326900 left
R1292 c3 136 ch80 7.834388 left
R1292 c3 136 ch85 22.669041 left
R1292 c3 136 ch88 -106.730408 left
R1292 c3 136 ch90 -68.669823 left
R1292 c3 136 ch130 -41.188076 left
R1292 c3 136 ch131 28.573103 left
R1292 c3 137 ch48 -57.772022 left
R1292 c3 137 ch76 -40.395576 left
R1292 c3 137 ch77 -70.046440 left
R1292 c3 137 ch79 -49.456161 left
R1292 c3 137 ch80 8.148346 left
R1292 c3 137 ch85 21.927134 left
R1292 c3 137 ch88 -106.629395 left
R1292 c3 137 ch90 -66.396950 left
R1292 c3 137 ch130 -41.014713 left
R1292 c3 137 ch131 28.938025 left
R1292 c3 138 ch48 -57.220325 left
R1292 c3 138 ch76 -41.096268 left
R1292 c3 138 ch77 -70.084633 left
R1292 c3 138 ch79 -49.517670 left
R1292 c3 138 ch80 8.409157 left
R1292 c3 138 ch85 21.295530 left
R1292 c3 138 ch88 -106.357697 left
R1292 c3 138 ch90 -63.921024 left
R1292 c3 138 ch130 -40.735710 left
R1292 c3 138 ch131 29.463215 left
R1292 c3 139 ch48 -56.679100 left
R1292 c3 139 ch76 -41.851688 left
R1292 c3 139 ch77 -70.050697 left
R1292 c3 139 ch79 -49.510380 left
R1292 c3 139 ch80 8.614340 left
R1292 c3 139 ch85 20.783686 left
R1292 c3 139 ch88 -105.903450 left
R1292 c3 139 ch90 -61.246815 left
R1292 c3 139 ch130 -40.346828 left
R1292 c3 139 ch131 30.141479 left
R1292 c3 140 ch48 -56.153412 left
R1292 c3 140 ch76 -42.648949 left
R1292 c3 140 ch77 -69.930695 left
R1292 c3 140 ch79 -49.433117 left
R1292 c3 140 ch80 8.763345 left
R1292 c3 140 ch85 20.400415 left
R1292 c3 140 ch88 -105.257172 left
R1292 c3 140 ch90 -58.381813 left
R1292 c3 140 ch130 -39.844696 left
R1292 c3 140 ch131 30.964045 left
R1292 c3 141 ch48 -55.648052 left
R1292 c3 141 ch76 -43.475353 left
R1292 c3 141 ch77 -69.711624 left
R1292 c3 141 ch79 -49.284855 left
R1292 c3 141 ch80 8.857508 left
R1292 c3 141 ch85 20.153692 left
R1292 c3 141 ch88 -104.411957 left
R1292 c3 141 ch90 -55.336166 left
R1292 c3 141 ch130 -39.226822 left
R1292 c3 141 ch131 31.920799 left
R1292 c3 142 ch48 -55.167339 left
R1292 c3 142 ch76 -44.318432 left
R1292 c3 142 ch77 -69.381508 left
R1292 c3 142 ch79 -49.064556 left
R1292 c3 142 ch80 8.899964 left
R1292 c3 142 ch85 20.050488 left
R1292 c3 142 ch88 -103.363594 left
R1292 c3 142 ch90 -52.122574 left
R1292 c3 142 ch130 -38.491859 left
R1292 c3 142 ch131 33.000252 left
R1292 c3 143 ch48 -54.715069 left
R1292 c3 143 ch76 -45.166229 left
R1292 c3 143 ch77 -68.929756 left
R1292 c3 143 ch79 -48.771324 left
R1292 c3 143 ch80 8.895511 left
R1292 c3 143 ch85 20.096668 left
R1292 c3 143 ch88 -102.110497 left
R1292 c3 143 ch90 -48.756226 left
R1292 c3 143 ch130 -37.639442 left
R1292 c3 143 ch131 34.189701 left
R1292 c3 144 ch48 -54.294506 left
R1292 c3 144 ch76 -46.007462 left
R1292 c3 144 ch77 -68.347069 left
R1292 c3 144 ch79 -48.404449 left
R1292 c3 144 ch80 8.850468 left
R1292 c3 144 ch85 20.296698 left
R1292 c3 144 ch88 -100.653748 left
R1292 c3 144 ch90 -45.254532 left
R1292 c3 144 ch130 -36.670525 left
R1292 c3 144 ch131 35.475357 left
R1292 c3 145 ch48 -53.908379 left
R1292 c3 145 ch76 -46.831459 left
R1292 c3 145 ch77 -67.625793 left
R1292 c3 145 ch79 -47.963417 left
R1292 c3 145 ch80 8.772514 left
R1292 c3 145 ch85 20.653692 left
