subject condition sample channel value hemisphere
R1292 c5 322 ch76 2.873844 left
R1292 c5 322 ch77 7.643268 left
R1292 c5 322 ch79 46.434460 left
R1292 c5 322 ch80 -22.376541 left
R1292 c5 322 ch85 -21.542620 left
R1292 c5 322 ch88 54.795338 left
R1292 c5 322 ch90 29.548067 left
R1292 c5 322 ch130 54.575253 left
R1292 c5 322 ch131 5.117410 left
R1292 c5 323 ch48 5.913877 left
R1292 c5 323 ch76 3.830699 left
R1292 c5 323 ch77 8.037006 left
R1292 c5 323 ch79 46.998028 left
R1292 c5 323 ch80 -21.863585 left
R1292 c5 323 ch85 -20.557045 left
R1292 c5 323 ch88 54.750175 left
R1292 c5 323 ch90 29.378464 left
R1292 c5 323 ch130 54.051582 left
R1292 c5 323 ch131 5.809482 left
R1292 c5 324 ch48 4.560015 left
R1292 c5 324 ch76 4.915801 left
R1292 c5 324 ch77 8.315957 left
R1292 c5 324 ch79 47.578007 left
R1292 c5 324 ch80 -21.148769 left
R1292 c5 324 ch85 -19.584505 left
R1292 c5 324 ch88 54.620514 left
R1292 c5 324 ch90 29.131424 left
R1292 c5 324 ch130 53.473911 left
R1292 c5 324 ch131 6.517333 left
R1292 c5 325 ch48 3.131761 left
R1292 c5 325 ch76 6.121595 left
R1292 c5 325 ch77 8.478710 left
R1292 c5 325 ch79 48.162926 left
R1292 c5 325 ch80 -20.243614 left
R1292 c5 325 ch85 -18.633522 left
R1292 c5 325 ch88 54.410995 left
R1292 c5 325 ch90 28.806734 left
R1292 c5 325 ch130 52.845692 left
R1292 c5 325 ch131 7.233759 left
R1292 c5 326 ch48 1.636871 left
R1292 c5 326 ch76 7.439075 left
R1292 c5 326 ch77 8.524463 left
R1292 c5 326 ch79 48.740604 left
R1292 c5 326 ch80 -19.161333 left
R1292 c5 326 ch85 -17.712460 left
R1292 c5 326 ch88 54.126514 left
R1292 c5 326 ch90 28.404757 left
R1292 c5 326 ch130 52.170235 left
R1292 c5 326 ch131 7.950641 left
R1292 c5 327 ch48 0.083658 left
R1292 c5 327 ch76 8.857789 left
R1292 c5 327 ch77 8.452973 left
R1292 c5 327 ch79 49.298584 left
R1292 c5 327 ch80 -17.916706 left
R1292 c5 327 ch85 -16.829435 left
R1292 c5 327 ch88 53.772118 left
R1292 c5 327 ch90 27.926380 left
R1292 c5 327 ch130 51.450806 left
R1292 c5 327 ch131 8.659057 left
R1292 c5 328 ch48 -1.519010 left
R1292 c5 328 ch76 10.366000 left
R1292 c5 328 ch77 8.264591 left
R1292 c5 328 ch79 49.824242 left
R1292 c5 328 ch80 -16.525883 left
R1292 c5 328 ch85 -15.992222 left
R1292 c5 328 ch88 53.352867 left
R1292 c5 328 ch90 27.372986 left
R1292 c5 328 ch130 50.690582 left
R1292 c5 328 ch131 9.349475 left
R1292 c5 329 ch48 -3.161806 left
R1292 c5 329 ch76 11.950735 left
R1292 c5 329 ch77 7.960268 left
R1292 c5 329 ch79 50.305031 left
R1292 c5 329 ch80 -15.006207 left
R1292 c5 329 ch85 -15.208231 left
R1292 c5 329 ch88 52.873676 left
R1292 c5 329 ch90 26.746353 left
R1292 c5 329 ch130 49.892662 left
R1292 c5 329 ch131 10.011870 left
R1292 c5 330 ch48 -4.834981 left
R1292 c5 330 ch76 13.597931 left
R1292 c5 330 ch77 7.541545 left
R1292 c5 330 ch79 50.728657 left
R1292 c5 330 ch80 -13.376038 left
R1292 c5 330 ch85 -14.484384 left
R1292 c5 330 ch88 52.339386 left
R1292 c5 330 ch90 26.048704 left
R1292 c5 330 ch130 49.060024 left
R1292 c5 330 ch131 10.635950 left
R1292 c5 331 ch48 -6.528436 left
R1292 c5 331 ch76 15.292610 left
R1292 c5 331 ch77 7.010587 left
R1292 c5 331 ch79 51.083336 left
R1292 c5 331 ch80 -11.654568 left
R1292 c5 331 ch85 -13.827144 left
R1292 c5 331 ch88 51.754692 left
R1292 c5 331 ch90 25.282539 left
R1292 c5 331 ch130 48.195717 left
R1292 c5 331 ch131 11.211299 left
R1292 c5 332 ch48 -8.231756 left
R1292 c5 332 ch76 17.018999 left
R1292 c5 332 ch77 6.370165 left
R1292 c5 332 ch79 51.358047 left
R1292 c5 332 ch80 -9.861526 left
R1292 c5 332 ch85 -13.242390 left
R1292 c5 332 ch88 51.123970 left
R1292 c5 332 ch90 24.450701 left
R1292 c5 332 ch130 47.302612 left
R1292 c5 332 ch131 11.727578 left
R1292 c5 333 ch48 -9.934329 left
R1292 c5 333 ch76 18.760723 left
R1292 c5 333 ch77 5.623706 left
R1292 c5 333 ch79 51.542671 left
R1292 c5 333 ch80 -8.017040 left
R1292 c5 333 ch85 -12.735381 left
R1292 c5 333 ch88 50.451279 left
R1292 c5 333 ch90 23.556328 left
R1292 c5 333 ch130 46.383759 left
R1292 c5 333 ch131 12.174713 left
R1292 c5 334 ch48 -11.625372 left
R1292 c5 334 ch76 20.501001 left
R1292 c5 334 ch77 4.775286 left
R1292 c5 334 ch79 51.628193 left
R1292 c5 334 ch80 -6.141390 left
R1292 c5 334 ch85 -12.310731 left
R1292 c5 334 ch88 49.740433 left
R1292 c5 334 ch90 22.602745 left
R1292 c5 334 ch130 45.442104 left
R1292 c5 334 ch131 12.543088 left
R1292 c5 335 ch48 -13.294033 left
R1292 c5 335 ch76 22.222797 left
R1292 c5 335 ch77 3.829638 left
R1292 c5 335 ch79 51.606922 left
R1292 c5 335 ch80 -4.254755 left
R1292 c5 335 ch85 -11.972372 left
R1292 c5 335 ch88 48.994823 left
R1292 c5 335 ch90 21.593599 left
R1292 c5 335 ch130 44.480747 left
R1292 c5 335 ch131 12.823718 left
R1292 c5 336 ch48 -14.929443 left
R1292 c5 336 ch76 23.909101 left
R1292 c5 336 ch77 2.792182 left
R1292 c5 336 ch79 51.472572 left
R1292 c5 336 ch80 -2.377023 left
R1292 c5 336 ch85 -11.723546 left
R1292 c5 336 ch88 48.217491 left
R1292 c5 336 ch90 20.532648 left
R1292 c5 336 ch130 43.502823 left
R1292 c5 336 ch131 13.008418 left
R1292 c5 337 ch48 -16.520819 left
R1292 c5 337 ch76 25.543056 left
R1292 c5 337 ch77 1.669037 left
R1292 c5 337 ch79 51.220493 left
R1292 c5 337 ch80 -0.527566 left
R1292 c5 337 ch85 -11.566724 left
R1292 c5 337 ch88 47.411121 left
R1292 c5 337 ch90 19.423935 left
R1292 c5 337 ch130 42.511646 left
R1292 c5 337 ch131 13.089974 left
R1292 c5 338 ch48 -18.057522 left
R1292 c5 338 ch76 27.108223 left
R1292 c5 338 ch77 0.466986 left
R1292 c5 338 ch79 50.847633 left
R1292 c5 338 ch80 1.274978 left
R1292 c5 338 ch85 -11.503633 left
R1292 c5 338 ch88 46.578014 left
R1292 c5 338 ch90 18.271727 left
R1292 c5 338 ch130 41.510635 left
R1292 c5 338 ch131 13.062289 left
R1292 c5 339 ch48 -19.529152 left
R1292 c5 339 ch76 28.588730 left
R1292 c5 339 ch77 -0.806465 left
R1292 c5 339 ch79 50.352711 left
R1292 c5 339 ch80 3.012893 left
R1292 c5 339 ch85 -11.535283 left
R1292 c5 339 ch88 45.720161 left
R1292 c5 339 ch90 17.080427 left
R1292 c5 339 ch130 40.503460 left
R1292 c5 339 ch131 12.920496 left
R1292 c5 340 ch48 -20.925604 left
R1292 c5 340 ch76 29.969553 left
R1292 c5 340 ch77 -2.143120 left
R1292 c5 340 ch79 49.736275 left
R1292 c5 340 ch80 4.669590 left
R1292 c5 340 ch85 -11.661884 left
R1292 c5 340 ch88 44.839252 left
R1292 c5 340 ch90 15.854761 left
R1292 c5 340 ch130 39.493916 left
R1292 c5 340 ch131 12.661085 left
R1292 c5 341 ch48 -22.237167 left
R1292 c5 341 ch76 31.236635 left
R1292 c5 341 ch77 -3.534115 left
R1292 c5 341 ch79 49.000664 left
R1292 c5 341 ch80 6.229762 left
R1292 c5 341 ch85 -11.882916 left
R1292 c5 341 ch88 43.936699 left
R1292 c5 341 ch90 14.599627 left
R1292 c5 341 ch130 38.486034 left
R1292 c5 341 ch131 12.282010 left
R1292 c5 342 ch48 -23.454601 left
R1292 c5 342 ch76 32.377113 left
R1292 c5 342 ch77 -4.969925 left
R1292 c5 342 ch79 48.150002 left
R1292 c5 342 ch80 7.679550 left
R1292 c5 342 ch85 -12.197119 left
R1292 c5 342 ch88 43.013695 left
R1292 c5 342 ch90 13.320226 left
R1292 c5 342 ch130 37.484081 left
R1292 c5 342 ch131 11.782712 left
R1292 c5 343 ch48 -24.569197 left
R1292 c5 343 ch76 33.379459 left
R1292 c5 343 ch77 -6.440395 left
R1292 c5 343 ch79 47.190208 left
R1292 c5 343 ch80 9.006687 left
R1292 c5 343 ch85 -12.602539 left
R1292 c5 343 ch88 42.071270 left
R1292 c5 343 ch90 12.022055 left
R1292 c5 343 ch130 36.492554 left
R1292 c5 343 ch131 11.164214 left
R1292 c5 344 ch48 -25.572842 left
R1292 c5 344 ch76 34.233658 left
R1292 c5 344 ch77 -7.934778 left
R1292 c5 344 ch79 46.128834 left
R1292 c5 344 ch80 10.200586 left
R1292 c5 344 ch85 -13.096513 left
R1292 c5 344 ch88 41.110336 left
R1292 c5 344 ch90 10.710845 left
R1292 c5 344 ch130 35.516171 left
R1292 c5 344 ch131 10.429137 left
R1292 c5 345 ch48 -26.458122 left
R1292 c5 345 ch76 34.931355 left
R1292 c5 345 ch77 -9.441782 left
R1292 c5 345 ch79 44.975044 left
R1292 c5 345 ch80 11.252476 left
R1292 c5 345 ch85 -13.675776 left
R1292 c5 345 ch88 40.131813 left
R1292 c5 345 ch90 9.392735 left
R1292 c5 345 ch130 34.559853 left
R1292 c5 345 ch131 9.581665 left
R1292 c5 346 ch48 -27.218338 left
R1292 c5 346 ch76 35.465919 left
R1292 c5 346 ch77 -10.949620 left
R1292 c5 346 ch79 43.739464 left
R1292 c5 346 ch80 12.155447 left
R1292 c5 346 ch85 -14.336431 left
R1292 c5 346 ch88 39.136627 left
R1292 c5 346 ch90 8.074137 left
R1292 c5 346 ch130 33.628716 left
R1292 c5 346 ch131 8.627560 left
R1292 c5 347 ch48 -27.847603 left
R1292 c5 347 ch76 35.832596 left
R1292 c5 347 ch77 -12.446124 left
R1292 c5 347 ch79 42.433960 left
R1292 c5 347 ch80 12.904498 left
R1292 c5 347 ch85 -15.074035 left
R1292 c5 347 ch88 38.125786 left
R1292 c5 347 ch90 6.761847 left
R1292 c5 347 ch130 32.728065 left
R1292 c5 347 ch131 7.574112 left
R1292 c5 348 ch48 -28.340866 left
R1292 c5 348 ch76 36.028526 left
R1292 c5 348 ch77 -13.918743 left
R1292 c5 348 ch79 41.071598 left
R1292 c5 348 ch80 13.496572 left
R1292 c5 348 ch85 -15.883637 left
R1292 c5 348 ch88 37.100452 left
R1292 c5 348 ch90 5.463004 left
R1292 c5 348 ch130 31.863352 left
R1292 c5 348 ch131 6.430061 left
R1292 c5 349 ch48 -28.693977 left
R1292 c5 349 ch76 36.052841 left
R1292 c5 349 ch77 -15.354690 left
R1292 c5 349 ch79 39.666374 left
R1292 c5 349 ch80 13.930573 left
R1292 c5 349 ch85 -16.759886 left
R1292 c5 349 ch88 36.062050 left
R1292 c5 349 ch90 4.185115 left
R1292 c5 349 ch130 31.040112 left
R1292 c5 349 ch131 5.205514 left
R1292 c5 350 ch48 -28.903706 left
R1292 c5 350 ch76 35.906635 left
R1292 c5 350 ch77 -16.741028 left
R1292 c5 350 ch79 38.232990 left
R1292 c5 350 ch80 14.207290 left
R1292 c5 350 ch85 -17.697027 left
R1292 c5 350 ch88 35.012268 left
R1292 c5 350 ch90 2.936027 left
R1292 c5 350 ch130 30.263908 left
R1292 c5 350 ch131 3.911829 left
R1292 c5 351 ch48 -28.967808 left
R1292 c5 351 ch76 35.592979 left
R1292 c5 351 ch77 -18.064764 left
R1292 c5 351 ch79 36.786720 left
R1292 c5 351 ch80 14.329394 left
R1292 c5 351 ch85 -18.688993 left
R1292 c5 351 ch88 33.953144 left
R1292 c5 351 ch90 1.723917 left
R1292 c5 351 ch130 29.540400 left
R1292 c5 351 ch131 2.561496 left
R1292 c5 352 ch48 -28.884995 left
R1292 c5 352 ch76 35.116863 left
R1292 c5 352 ch77 -19.312963 left
R1292 c5 352 ch79 35.343147 left
R1292 c5 352 ch80 14.301374 left
R1292 c5 352 ch85 -19.729465 left
R1292 c5 352 ch88 32.887119 left
R1292 c5 352 ch90 0.557265 left
R1292 c5 352 ch130 28.875093 left
R1292 c5 352 ch131 1.168006 left
R1292 c5 353 ch48 -28.655010 left
R1292 c5 353 ch76 34.485188 left
R1292 c5 353 ch77 -20.472837 left
R1292 c5 353 ch79 33.917904 left
R1292 c5 353 ch80 14.129398 left
R1292 c5 353 ch85 -20.811979 left
R1292 c5 353 ch88 31.817041 left
R1292 c5 353 ch90 -0.555173 left
R1292 c5 353 ch130 28.273449 left
R1292 c5 353 ch131 -0.254334 left
R1292 c5 354 ch48 -28.278572 left
R1292 c5 354 ch76 33.706615 left
R1292 c5 354 ch77 -21.531944 left
R1292 c5 354 ch79 32.526543 left
R1292 c5 354 ch80 13.821255 left
R1292 c5 354 ch85 -21.929968 left
R1292 c5 354 ch88 30.746227 left
R1292 c5 354 ch90 -1.604421 left
R1292 c5 354 ch130 27.740749 left
R1292 c5 354 ch131 -1.690539 left
R1292 c5 355 ch48 -27.757452 left
R1292 c5 355 ch76 32.791489 left
R1292 c5 355 ch77 -22.478201 left
R1292 c5 355 ch79 31.184246 left
R1292 c5 355 ch80 13.386199 left
R1292 c5 355 ch85 -23.076759 left
R1292 c5 355 ch88 29.678522 left
R1292 c5 355 ch90 -2.581367 left
R1292 c5 355 ch130 27.282034 left
R1292 c5 355 ch131 -3.125146 left
R1292 c5 356 ch48 -27.094383 left
R1292 c5 356 ch76 31.751692 left
R1292 c5 356 ch77 -23.300068 left
R1292 c5 356 ch79 29.905651 left
R1292 c5 356 ch80 12.834808 left
R1292 c5 356 ch85 -24.245783 left
R1292 c5 356 ch88 28.618217 left
R1292 c5 356 ch90 -3.476791 left
R1292 c5 356 ch130 26.902033 left
R1292 c5 356 ch131 -4.542376 left
R1292 c5 357 ch48 -26.293108 left
R1292 c5 357 ch76 30.600508 left
R1292 c5 357 ch77 -23.986689 left
R1292 c5 357 ch79 28.704632 left
R1292 c5 357 ch80 12.178811 left
R1292 c5 357 ch85 -25.430490 left
R1292 c5 357 ch88 27.570148 left
R1292 c5 357 ch90 -4.281452 left
R1292 c5 357 ch130 26.605164 left
R1292 c5 357 ch131 -5.926340 left
R1292 c5 358 ch48 -25.358301 left
R1292 c5 358 ch76 29.352428 left
R1292 c5 358 ch77 -24.527948 left
R1292 c5 358 ch79 27.594170 left
R1292 c5 358 ch80 11.430962 left
R1292 c5 358 ch85 -26.624483 left
R1292 c5 358 ch88 26.539600 left
R1292 c5 358 ch90 -4.986232 left
R1292 c5 358 ch130 26.395367 left
R1292 c5 358 ch131 -7.261238 left
R1292 c5 359 ch48 -24.295588 left
R1292 c5 359 ch76 28.022964 left
R1292 c5 359 ch77 -24.914646 left
R1292 c5 359 ch79 26.586172 left
R1292 c5 359 ch80 10.604809 left
R1292 c5 359 ch85 -27.821604 left
R1292 c5 359 ch88 25.532373 left
R1292 c5 359 ch90 -5.582160 left
R1292 c5 359 ch130 26.276123 left
R1292 c5 359 ch131 -8.531512 left
R1292 c5 360 ch48 -23.111465 left
R1292 c5 360 ch76 26.628464 left
R1292 c5 360 ch77 -25.138550 left
R1292 c5 360 ch79 25.691290 left
R1292 c5 360 ch80 9.714520 left
R1292 c5 360 ch85 -29.015806 left
R1292 c5 360 ch88 24.554661 left
R1292 c5 360 ch90 -6.060573 left
R1292 c5 360 ch130 26.250381 left
R1292 c5 360 ch131 -9.722089 left
R1292 c5 361 ch48 -21.813269 left
R1292 c5 361 ch76 25.185863 left
R1292 c5 361 ch77 -25.192551 left
R1292 c5 361 ch79 24.918865 left
R1292 c5 361 ch80 8.774703 left
R1292 c5 361 ch85 -30.201458 left
R1292 c5 361 ch88 23.613073 left
R1292 c5 361 ch90 -6.413182 left
R1292 c5 361 ch130 26.320498 left
R1292 c5 361 ch131 -10.818496 left
R1292 c5 362 ch48 -20.409111 left
R1292 c5 362 ch76 23.712519 left
R1292 c5 362 ch77 -25.070728 left
R1292 c5 362 ch79 24.276777 left
R1292 c5 362 ch80 7.800217 left
R1292 c5 362 ch85 -31.373110 left
R1292 c5 362 ch88 22.714575 left
R1292 c5 362 ch90 -6.632234 left
R1292 c5 362 ch130 26.488211 left
R1292 c5 362 ch131 -11.807102 left
R1292 c5 363 ch48 -18.907845 left
R1292 c5 363 ch76 22.225946 left
R1292 c5 363 ch77 -24.768417 left
R1292 c5 363 ch79 23.771408 left
R1292 c5 363 ch80 6.805951 left
R1292 c5 363 ch85 -32.525681 left
R1292 c5 363 ch88 21.866388 left
R1292 c5 363 ch90 -6.710599 left
R1292 c5 363 ch130 26.754572 left
R1292 c5 363 ch131 -12.675250 left
R1292 c5 364 ch48 -17.318962 left
R1292 c5 364 ch76 20.743618 left
R1292 c5 364 ch77 -24.282314 left
R1292 c5 364 ch79 23.407610 left
R1292 c5 364 ch80 5.806653 left
R1292 c5 364 ch85 -33.654377 left
R1292 c5 364 ch88 21.075920 left
R1292 c5 364 ch90 -6.641892 left
R1292 c5 364 ch130 27.119934 left
R1292 c5 364 ch131 -13.411399 left
R1292 c5 365 ch48 -15.652545 left
R1292 c5 365 ch76 19.282705 left
R1292 c5 365 ch77 -23.610523 left
R1292 c5 365 ch79 23.188625 left
R1292 c5 365 ch80 4.816746 left
R1292 c5 365 ch85 -34.754822 left
R1292 c5 365 ch88 20.350761 left
R1292 c5 365 ch90 -6.420586 left
R1292 c5 365 ch130 27.583969 left
R1292 c5 365 ch131 -14.005302 left
R1292 c5 366 ch48 -13.919187 left
R1292 c5 366 ch76 17.859932 left
R1292 c5 366 ch77 -22.752598 left
R1292 c5 366 ch79 23.116117 left
R1292 c5 366 ch80 3.850138 left
R1292 c5 366 ch85 -35.822926 left
R1292 c5 366 ch88 19.698483 left
R1292 c5 366 ch90 -6.042137 left
R1292 c5 366 ch130 28.145571 left
R1292 c5 366 ch131 -14.448103 left
R1292 c5 367 ch48 -12.129908 left
R1292 c5 367 ch76 16.491325 left
R1292 c5 367 ch77 -21.709572 left
R1292 c5 367 ch79 23.190266 left
R1292 c5 367 ch80 2.920068 left
R1292 c5 367 ch85 -36.854889 left
R1292 c5 367 ch88 19.126682 left
R1292 c5 367 ch90 -5.503073 left
R1292 c5 367 ch130 28.802889 left
R1292 c5 367 ch131 -14.732483 left
R1292 c5 368 ch48 -10.296070 left
R1292 c5 368 ch76 15.192024 left
R1292 c5 368 ch77 -20.484011 left
R1292 c5 368 ch79 23.409695 left
R1292 c5 368 ch80 2.038946 left
R1292 c5 368 ch85 -37.847313 left
R1292 c5 368 ch88 18.642756 left
R1292 c5 368 ch90 -4.801076 left
R1292 c5 368 ch130 29.553371 left
R1292 c5 368 ch131 -14.852710 left
R1292 c5 369 ch48 -8.429318 left
R1292 c5 369 ch76 13.976131 left
R1292 c5 369 ch77 -19.079964 left
R1292 c5 369 ch79 23.771601 left
R1292 c5 369 ch80 1.218203 left
R1292 c5 369 ch85 -38.797009 left
R1292 c5 369 ch88 18.253883 left
R1292 c5 369 ch90 -3.935100 left
R1292 c5 369 ch130 30.393715 left
R1292 c5 369 ch131 -14.804760 left
R1292 c5 370 ch48 -6.541445 left
R1292 c5 370 ch76 12.856534 left
R1292 c5 370 ch77 -17.503000 left
R1292 c5 370 ch79 24.271828 left
R1292 c5 370 ch80 0.468175 left
R1292 c5 370 ch85 -39.701111 left
R1292 c5 370 ch88 17.966967 left
R1292 c5 370 ch90 -2.905403 left
R1292 c5 370 ch130 31.319895 left
R1292 c5 370 ch131 -14.586353 left
R1292 c5 371 ch48 -4.644347 left
R1292 c5 371 ch76 11.844765 left
R1292 c5 371 ch77 -15.760166 left
R1292 c5 371 ch79 24.904961 left
R1292 c5 371 ch80 -0.202005 left
R1292 c5 371 ch85 -40.557007 left
R1292 c5 371 ch88 17.788420 left
R1292 c5 371 ch90 -1.713611 left
R1292 c5 371 ch130 32.327248 left
R1292 c5 371 ch131 -14.197000 left
R1292 c5 372 ch48 -2.749911 left
R1292 c5 372 ch76 10.950913 left
R1292 c5 372 ch77 -13.859951 left
R1292 c5 372 ch79 25.664446 left
R1292 c5 372 ch80 -0.784518 left
R1292 c5 372 ch85 -41.362213 left
R1292 c5 372 ch88 17.724222 left
R1292 c5 372 ch90 -0.362775 left
R1292 c5 372 ch130 33.410404 left
R1292 c5 372 ch131 -13.638017 left
R1292 c5 373 ch48 -0.869922 left
R1292 c5 373 ch76 10.183488 left
R1292 c5 373 ch77 -11.812246 left
R1292 c5 373 ch79 26.542725 left
R1292 c5 373 ch80 -1.272901 left
R1292 c5 373 ch85 -42.114532 left
R1292 c5 373 ch88 17.779692 left
R1292 c5 373 ch90 1.142635 left
R1292 c5 373 ch130 34.563442 left
R1292 c5 373 ch131 -12.912567 left
R1292 c5 374 ch48 0.984006 left
R1292 c5 374 ch76 9.549400 left
R1292 c5 374 ch77 -9.628244 left
R1292 c5 374 ch79 27.531275 left
R1292 c5 374 ch80 -1.662131 left
R1292 c5 374 ch85 -42.811817 left
R1292 c5 374 ch88 17.959570 left
R1292 c5 374 ch90 2.796732 left
R1292 c5 374 ch130 35.779831 left
R1292 c5 374 ch131 -12.025575 left
R1292 c5 375 ch48 2.800530 left
R1292 c5 375 ch76 9.053871 left
R1292 c5 375 ch77 -7.320395 left
R1292 c5 375 ch79 28.620918 left
R1292 c5 375 ch80 -1.948642 left
R1292 c5 375 ch85 -43.452126 left
R1292 c5 375 ch88 18.267786 left
R1292 c5 375 ch90 4.592218 left
R1292 c5 375 ch130 37.052555 left
R1292 c5 375 ch131 -10.983759 left
R1292 c5 376 ch48 4.568677 left
R1292 c5 376 ch76 8.700438 left
R1292 c5 376 ch77 -4.902308 left
R1292 c5 376 ch79 29.801735 left
R1292 c5 376 ch80 -2.130343 left
R1292 c5 376 ch85 -44.033516 left
R1292 c5 376 ch88 18.707518 left
R1292 c5 376 ch90 6.520425 left
R1292 c5 376 ch130 38.374142 left
R1292 c5 376 ch131 -9.795522 left
R1292 c5 377 ch48 6.277899 left
R1292 c5 377 ch76 8.490955 left
R1292 c5 377 ch77 -2.388634 left
R1292 c5 377 ch79 31.063379 left
R1292 c5 377 ch80 -2.206616 left
R1292 c5 377 ch85 -44.554253 left
R1292 c5 377 ch88 19.281096 left
R1292 c5 377 ch90 8.571406 left
R1292 c5 377 ch130 39.736732 left
R1292 c5 377 ch131 -8.470928 left
R1292 c5 378 ch48 7.918182 left
R1292 c5 378 ch76 8.425602 left
R1292 c5 378 ch77 0.205032 left
R1292 c5 378 ch79 32.395103 left
R1292 c5 378 ch80 -2.178286 left
R1292 c5 378 ch85 -45.012508 left
R1292 c5 378 ch88 19.989967 left
R1292 c5 378 ch90 10.733977 left
R1292 c5 378 ch130 41.132130 left
R1292 c5 378 ch131 -7.021554 left
R1292 c5 379 ch48 9.480096 left
R1292 c5 379 ch76 8.502957 left
R1292 c5 379 ch77 2.862282 left
R1292 c5 379 ch79 33.785946 left
R1292 c5 379 ch80 -2.047584 left
R1292 c5 379 ch85 -45.406528 left
R1292 c5 379 ch88 20.834633 left
R1292 c5 379 ch90 12.995842 left
R1292 c5 379 ch130 42.551910 left
R1292 c5 379 ch131 -5.460438 left
R1292 c5 380 ch48 10.954908 left
R1292 c5 380 ch76 8.720048 left
R1292 c5 380 ch77 5.566041 left
R1292 c5 380 ch79 35.224815 left
R1292 c5 380 ch80 -1.818088 left
R1292 c5 380 ch85 -45.734665 left
R1292 c5 380 ch88 21.814714 left
R1292 c5 380 ch90 15.343716 left
R1292 c5 380 ch130 43.987396 left
R1292 c5 380 ch131 -3.801931 left
R1292 c5 381 ch48 12.334607 left
R1292 c5 381 ch76 9.072444 left
R1292 c5 381 ch77 8.298676 left
R1292 c5 381 ch79 36.700592 left
R1292 c5 381 ch80 -1.494633 left
R1292 c5 381 ch85 -45.995186 left
R1292 c5 381 ch88 22.928852 left
R1292 c5 381 ch90 17.763432 left
R1292 c5 381 ch130 45.429874 left
R1292 c5 381 ch131 -2.061554 left
R1292 c5 382 ch48 13.611987 left
R1292 c5 382 ch76 9.554358 left
R1292 c5 382 ch77 11.042171 left
R1292 c5 382 ch79 38.202293 left
R1292 c5 382 ch80 -1.083235 left
R1292 c5 382 ch85 -46.186440 left
R1292 c5 382 ch88 24.174768 left
R1292 c5 382 ch90 20.240118 left
R1292 c5 382 ch130 46.870464 left
R1292 c5 382 ch131 -0.255845 left
R1292 c5 383 ch48 14.780710 left
R1292 c5 383 ch76 10.158766 left
R1292 c5 383 ch77 13.778278 left
R1292 c5 383 ch79 39.719086 left
R1292 c5 383 ch80 -0.590975 left
R1292 c5 383 ch85 -46.306828 left
R1292 c5 383 ch88 25.549278 left
R1292 c5 383 ch90 22.758347 left
R1292 c5 383 ch130 48.300434 left
R1292 c5 383 ch131 1.597763 left
R1292 c5 384 ch48 15.835361 left
R1292 c5 384 ch76 10.877533 left
R1292 c5 384 ch77 16.488630 left
R1292 c5 384 ch79 41.240410 left
R1292 c5 384 ch80 -0.025899 left
R1292 c5 384 ch85 -46.354790 left
R1292 c5 384 ch88 27.048271 left
R1292 c5 384 ch90 25.302299 left
R1292 c5 384 ch130 49.711040 left
R1292 c5 384 ch131 3.481195 left
R1292 c5 385 ch48 16.771473 left
R1292 c5 385 ch76 11.701548 left
R1292 c5 385 ch77 19.154951 left
R1292 c5 385 ch79 42.756054 left
R1292 c5 385 ch80 0.603133 left
R1292 c5 385 ch85 -46.328827 left
R1292 c5 385 ch88 28.666792 left
R1292 c5 385 ch90 27.855942 left
R1292 c5 385 ch130 51.093731 left
R1292 c5 385 ch131 5.375832 left
R1292 c5 386 ch48 17.585577 left
R1292 c5 386 ch76 12.620854 left
R1292 c5 386 ch77 21.759207 left
R1292 c5 386 ch79 44.256226 left
R1292 c5 386 ch80 1.286562 left
R1292 c5 386 ch85 -46.227615 left
R1292 c5 386 ch88 30.399111 left
R1292 c5 386 ch90 30.403221 left
R1292 c5 386 ch130 52.440208 left
R1292 c5 386 ch131 7.262774 left
R1292 c5 387 ch48 18.275232 left
R1292 c5 387 ch76 13.624817 left
R1292 c5 387 ch77 24.283699 left
R1292 c5 387 ch79 45.731544 left
R1292 c5 387 ch80 2.014271 left
R1292 c5 387 ch85 -46.049961 left
R1292 c5 387 ch88 32.238670 left
R1292 c5 387 ch90 32.928211 left
R1292 c5 387 ch130 53.742332 left
R1292 c5 387 ch131 9.122967 left
R1292 c5 388 ch48 18.839046 left
R1292 c5 388 ch76 14.702261 left
R1292 c5 388 ch77 26.711311 left
R1292 c5 388 ch79 47.173183 left
R1292 c5 388 ch80 2.775746 left
R1292 c5 388 ch85 -45.794811 left
R1292 c5 388 ch88 34.178192 left
R1292 c5 388 ch90 35.415337 left
R1292 c5 388 ch130 54.992477 left
R1292 c5 388 ch131 10.937466 left
R1292 c5 389 ch48 19.276684 left
R1292 c5 389 ch76 15.841608 left
R1292 c5 389 ch77 29.025589 left
R1292 c5 389 ch79 48.572723 left
R1292 c5 389 ch80 3.560197 left
R1292 c5 389 ch85 -45.461369 left
R1292 c5 389 ch88 36.209816 left
R1292 c5 389 ch90 37.849483 left
R1292 c5 389 ch130 56.183273 left
R1292 c5 389 ch131 12.687603 left
R1292 c5 390 ch48 19.588881 left
R1292 c5 390 ch76 17.030993 left
R1292 c5 390 ch77 31.210909 left
R1292 c5 390 ch79 49.922432 left
R1292 c5 390 ch80 4.356723 left
R1292 c5 390 ch85 -45.049118 left
R1292 c5 390 ch88 38.325092 left
R1292 c5 390 ch90 40.216209 left
