subject condition sample channel value hemisphere
R1292 c3 241 ch76 15.826679 left
R1292 c3 241 ch77 18.736916 left
R1292 c3 241 ch79 -31.776884 left
R1292 c3 241 ch80 -1.236623 left
R1292 c3 241 ch85 -27.450342 left
R1292 c3 241 ch88 51.025108 left
R1292 c3 241 ch90 32.254723 left
R1292 c3 241 ch130 9.056522 left
R1292 c3 241 ch131 14.579082 left
R1292 c3 242 ch48 9.942854 left
R1292 c3 242 ch76 14.691595 left
R1292 c3 242 ch77 17.413189 left
R1292 c3 242 ch79 -31.512766 left
R1292 c3 242 ch80 -1.772598 left
R1292 c3 242 ch85 -28.365765 left
R1292 c3 242 ch88 49.109585 left
R1292 c3 242 ch90 31.638165 left
R1292 c3 242 ch130 8.680294 left
R1292 c3 242 ch131 13.057941 left
R1292 c3 243 ch48 7.908576 left
R1292 c3 243 ch76 13.454523 left
R1292 c3 243 ch77 16.193914 left
R1292 c3 243 ch79 -31.195478 left
R1292 c3 243 ch80 -2.412290 left
R1292 c3 243 ch85 -29.238253 left
R1292 c3 243 ch88 47.039799 left
R1292 c3 243 ch90 31.003647 left
R1292 c3 243 ch130 8.391774 left
R1292 c3 243 ch131 11.481887 left
R1292 c3 244 ch48 5.777597 left
R1292 c3 244 ch76 12.127810 left
R1292 c3 244 ch77 15.083898 left
R1292 c3 244 ch79 -30.826719 left
R1292 c3 244 ch80 -3.154059 left
R1292 c3 244 ch85 -30.062401 left
R1292 c3 244 ch88 44.829292 left
R1292 c3 244 ch90 30.356333 left
R1292 c3 244 ch130 8.190518 left
R1292 c3 244 ch131 9.866099 left
R1292 c3 245 ch48 3.567770 left
R1292 c3 245 ch76 10.724604 left
R1292 c3 245 ch77 14.085896 left
R1292 c3 245 ch79 -30.409197 left
R1292 c3 245 ch80 -3.995894 left
R1292 c3 245 ch85 -30.833025 left
R1292 c3 245 ch88 42.492516 left
R1292 c3 245 ch90 29.700926 left
R1292 c3 245 ch130 8.074599 left
R1292 c3 245 ch131 8.226272 left
R1292 c3 246 ch48 1.297624 left
R1292 c3 246 ch76 9.258759 left
R1292 c3 246 ch77 13.200653 left
R1292 c3 246 ch79 -29.946539 left
R1292 c3 246 ch80 -4.935431 left
R1292 c3 246 ch85 -31.545317 left
R1292 c3 246 ch88 40.044693 left
R1292 c3 246 ch90 29.041695 left
R1292 c3 246 ch130 8.040661 left
R1292 c3 246 ch131 6.578373 left
R1292 c3 247 ch48 -1.013786 left
R1292 c3 247 ch76 7.744625 left
R1292 c3 247 ch77 12.426999 left
R1292 c3 247 ch79 -29.443369 left
R1292 c3 247 ch80 -5.969975 left
R1292 c3 247 ch85 -32.194828 left
R1292 c3 247 ch88 37.501778 left
R1292 c3 247 ch90 28.382469 left
R1292 c3 247 ch130 8.083985 left
R1292 c3 247 ch131 4.938398 left
R1292 c3 248 ch48 -3.347072 left
R1292 c3 248 ch76 6.196921 left
R1292 c3 248 ch77 11.761985 left
R1292 c3 248 ch79 -28.905306 left
R1292 c3 248 ch80 -7.096582 left
R1292 c3 248 ch85 -32.777626 left
R1292 c3 248 ch88 34.880276 left
R1292 c3 248 ch90 27.726662 left
R1292 c3 248 ch130 8.198579 left
R1292 c3 248 ch131 3.322075 left
R1292 c3 249 ch48 -5.682714 left
R1292 c3 249 ch76 4.630543 left
R1292 c3 249 ch77 11.200970 left
R1292 c3 249 ch79 -28.338892 left
R1292 c3 249 ch80 -8.312067 left
R1292 c3 249 ch85 -33.290218 left
R1292 c3 249 ch88 32.197300 left
R1292 c3 249 ch90 27.077251 left
R1292 c3 249 ch130 8.377284 left
R1292 c3 249 ch131 1.744617 left
R1292 c3 250 ch48 -8.001252 left
R1292 c3 250 ch76 3.060432 left
R1292 c3 250 ch77 10.737858 left
R1292 c3 250 ch79 -27.751610 left
R1292 c3 250 ch80 -9.613051 left
R1292 c3 250 ch85 -33.729771 left
R1292 c3 250 ch88 29.470371 left
R1292 c3 250 ch90 26.436836 left
R1292 c3 250 ch130 8.611908 left
R1292 c3 250 ch131 0.220470 left
R1292 c3 251 ch48 -10.283494 left
R1292 c3 251 ch76 1.501303 left
R1292 c3 251 ch77 10.365225 left
R1292 c3 251 ch79 -27.151772 left
R1292 c3 251 ch80 -10.996008 left
R1292 c3 251 ch85 -34.094009 left
R1292 c3 251 ch88 26.717363 left
R1292 c3 251 ch90 25.807646 left
R1292 c3 251 ch130 8.893369 left
R1292 c3 251 ch131 -1.236938 left
R1292 c3 252 ch48 -12.510708 left
R1292 c3 252 ch76 -0.032431 left
R1292 c3 252 ch77 10.074573 left
R1292 c3 252 ch79 -26.548540 left
R1292 c3 252 ch80 -12.457296 left
R1292 c3 252 ch85 -34.381344 left
R1292 c3 252 ch88 23.956383 left
R1292 c3 252 ch90 25.191521 left
R1292 c3 252 ch130 9.211845 left
R1292 c3 252 ch131 -2.615414 left
R1292 c3 253 ch48 -14.664813 left
R1292 c3 253 ch76 -1.526895 left
R1292 c3 253 ch77 9.856505 left
R1292 c3 253 ch79 -25.951727 left
R1292 c3 253 ch80 -13.993186 left
R1292 c3 253 ch85 -34.590885 left
R1292 c3 253 ch88 21.205650 left
R1292 c3 253 ch90 24.589994 left
R1292 c3 253 ch130 9.556963 left
R1292 c3 253 ch131 -3.904196 left
R1292 c3 254 ch48 -16.728600 left
R1292 c3 254 ch76 -2.968895 left
R1292 c3 254 ch77 9.700993 left
R1292 c3 254 ch79 -25.371799 left
R1292 c3 254 ch80 -15.599911 left
R1292 c3 254 ch85 -34.722527 left
R1292 c3 254 ch88 18.483391 left
R1292 c3 254 ch90 24.004301 left
R1292 c3 254 ch130 9.917949 left
R1292 c3 254 ch131 -5.094136 left
R1292 c3 255 ch48 -18.685875 left
R1292 c3 255 ch76 -4.346115 left
R1292 c3 255 ch77 9.597566 left
R1292 c3 255 ch79 -24.819687 left
R1292 c3 255 ch80 -17.273678 left
R1292 c3 255 ch85 -34.776886 left
R1292 c3 255 ch88 15.807755 left
R1292 c3 255 ch90 23.435349 left
R1292 c3 255 ch130 10.283840 left
R1292 c3 255 ch131 -6.177856 left
R1292 c3 256 ch48 -20.521614 left
R1292 c3 256 ch76 -5.647213 left
R1292 c3 256 ch77 9.535621 left
R1292 c3 256 ch79 -24.306725 left
R1292 c3 256 ch80 -19.010677 left
R1292 c3 256 ch85 -34.755447 left
R1292 c3 256 ch88 13.196629 left
R1292 c3 256 ch90 22.883818 left
R1292 c3 256 ch130 10.643632 left
R1292 c3 256 ch131 -7.149852 left
R1292 c3 257 ch48 -22.222204 left
R1292 c3 257 ch76 -6.861994 left
R1292 c3 257 ch77 9.504562 left
R1292 c3 257 ch79 -23.844448 left
R1292 c3 257 ch80 -20.807148 left
R1292 c3 257 ch85 -34.660454 left
R1292 c3 257 ch88 10.667551 left
R1292 c3 257 ch90 22.350151 left
R1292 c3 257 ch130 10.986508 left
R1292 c3 257 ch131 -8.006596 left
R1292 c3 258 ch48 -23.775478 left
R1292 c3 258 ch76 -7.981522 left
R1292 c3 258 ch77 9.494102 left
R1292 c3 258 ch79 -23.444500 left
R1292 c3 258 ch80 -22.659321 left
R1292 c3 258 ch85 -34.495003 left
R1292 c3 258 ch88 8.237611 left
R1292 c3 258 ch90 21.834541 left
R1292 c3 258 ch130 11.301979 left
R1292 c3 258 ch131 -8.746587 left
R1292 c3 259 ch48 -25.170893 left
R1292 c3 259 ch76 -8.998219 left
R1292 c3 259 ch77 9.494412 left
R1292 c3 259 ch79 -23.118452 left
R1292 c3 259 ch80 -24.563475 left
R1292 c3 259 ch85 -34.263046 left
R1292 c3 259 ch88 5.923266 left
R1292 c3 259 ch90 21.337002 left
R1292 c3 259 ch130 11.580069 left
R1292 c3 259 ch131 -9.370369 left
R1292 c3 260 ch48 -26.399590 left
R1292 c3 260 ch76 -9.905945 left
R1292 c3 260 ch77 9.496399 left
R1292 c3 260 ch79 -22.877651 left
R1292 c3 260 ch80 -26.515932 left
R1292 c3 260 ch85 -33.969383 left
R1292 c3 260 ch88 3.740269 left
R1292 c3 260 ch90 20.857380 left
R1292 c3 260 ch130 11.811481 left
R1292 c3 260 ch131 -9.880519 left
R1292 c3 261 ch48 -27.454521 left
R1292 c3 261 ch76 -10.700062 left
R1292 c3 261 ch77 9.491783 left
R1292 c3 261 ch79 -22.733047 left
R1292 c3 261 ch80 -28.513012 left
R1292 c3 261 ch85 -33.619556 left
R1292 c3 261 ch88 1.703512 left
R1292 c3 261 ch90 20.395323 left
R1292 c3 261 ch130 11.987761 left
R1292 c3 261 ch131 -10.281602 left
R1292 c3 262 ch48 -28.330462 left
R1292 c3 262 ch76 -11.377491 left
R1292 c3 262 ch77 9.473375 left
R1292 c3 262 ch79 -22.695057 left
R1292 c3 262 ch80 -30.551067 left
R1292 c3 262 ch85 -33.219975 left
R1292 c3 262 ch88 -0.173060 left
R1292 c3 262 ch90 19.950405 left
R1292 c3 262 ch130 12.101398 left
R1292 c3 262 ch131 -10.580091 left
R1292 c3 263 ch48 -29.024065 left
R1292 c3 263 ch76 -11.936707 left
R1292 c3 263 ch77 9.435125 left
R1292 c3 263 ch79 -22.773371 left
R1292 c3 263 ch80 -32.626438 left
R1292 c3 263 ch85 -32.777760 left
R1292 c3 263 ch88 -1.876579 left
R1292 c3 263 ch90 19.522009 left
R1292 c3 263 ch130 12.145977 left
R1292 c3 263 ch131 -10.784244 left
R1292 c3 264 ch48 -29.533833 left
R1292 c3 264 ch76 -12.377715 left
R1292 c3 264 ch77 9.372285 left
R1292 c3 264 ch79 -22.976833 left
R1292 c3 264 ch80 -34.735470 left
R1292 c3 264 ch85 -32.300785 left
R1292 c3 264 ch88 -3.395349 left
R1292 c3 264 ch90 19.109484 left
R1292 c3 264 ch130 12.116281 left
R1292 c3 264 ch131 -10.903984 left
R1292 c3 265 ch48 -29.860170 left
R1292 c3 265 ch76 -12.702083 left
R1292 c3 265 ch77 9.281471 left
R1292 c3 265 ch79 -23.313259 left
R1292 c3 265 ch80 -36.874405 left
R1292 c3 265 ch85 -31.797546 left
R1292 c3 265 ch88 -4.718938 left
R1292 c3 265 ch90 18.712078 left
R1292 c3 265 ch130 12.008353 left
R1292 c3 265 ch131 -10.950710 left
R1292 c3 266 ch48 -30.005264 left
R1292 c3 266 ch76 -12.912810 left
R1292 c3 266 ch77 9.160752 left
R1292 c3 266 ch79 -23.789305 left
R1292 c3 266 ch80 -39.039463 left
R1292 c3 266 ch85 -31.277134 left
R1292 c3 266 ch88 -5.838300 left
R1292 c3 266 ch90 18.329010 left
R1292 c3 266 ch130 11.819581 left
R1292 c3 266 ch131 -10.937108 left
R1292 c3 267 ch48 -29.973078 left
R1292 c3 267 ch76 -13.014318 left
R1292 c3 267 ch77 9.009641 left
R1292 c3 267 ch79 -24.410355 left
R1292 c3 267 ch80 -41.226757 left
R1292 c3 267 ch85 -30.749161 left
R1292 c3 267 ch88 -6.745773 left
R1292 c3 267 ch90 17.959471 left
R1292 c3 267 ch130 11.548728 left
R1292 c3 267 ch131 -10.876941 left
R1292 c3 268 ch48 -29.769258 left
R1292 c3 268 ch76 -13.012320 left
R1292 c3 268 ch77 8.829150 left
R1292 c3 268 ch79 -25.180367 left
R1292 c3 268 ch80 -43.432255 left
R1292 c3 268 ch85 -30.223667 left
R1292 c3 268 ch88 -7.435250 left
R1292 c3 268 ch90 17.602673 left
R1292 c3 268 ch130 11.195942 left
R1292 c3 268 ch131 -10.784816 left
R1292 c3 269 ch48 -29.401012 left
R1292 c3 269 ch76 -12.913701 left
R1292 c3 269 ch77 8.621727 left
R1292 c3 269 ch79 -26.101812 left
R1292 c3 269 ch80 -45.651764 left
R1292 c3 269 ch85 -29.711033 left
R1292 c3 269 ch88 -7.902120 left
R1292 c3 269 ch90 17.257881 left
R1292 c3 269 ch130 10.762793 left
R1292 c3 269 ch131 -10.675937 left
R1292 c3 270 ch48 -28.877033 left
R1292 c3 270 ch76 -12.726407 left
R1292 c3 270 ch77 8.391214 left
R1292 c3 270 ch79 -27.175606 left
R1292 c3 270 ch80 -47.880943 left
R1292 c3 270 ch85 -29.221838 left
R1292 c3 270 ch88 -8.143368 left
R1292 c3 270 ch90 16.924433 left
R1292 c3 270 ch130 10.252207 left
R1292 c3 270 ch131 -10.565856 left
R1292 c3 271 ch48 -28.207338 left
R1292 c3 271 ch76 -12.459291 left
R1292 c3 271 ch77 8.142778 left
R1292 c3 271 ch79 -28.400974 left
R1292 c3 271 ch80 -50.115196 left
R1292 c3 271 ch85 -28.766844 left
R1292 c3 271 ch88 -8.157574 left
R1292 c3 271 ch90 16.601824 left
R1292 c3 271 ch130 9.668445 left
R1292 c3 271 ch131 -10.470196 left
R1292 c3 272 ch48 -27.403126 left
R1292 c3 272 ch76 -12.121935 left
R1292 c3 272 ch77 7.882802 left
R1292 c3 272 ch79 -29.775461 left
R1292 c3 272 ch80 -52.349735 left
R1292 c3 272 ch85 -28.356697 left
R1292 c3 272 ch88 -7.944948 left
R1292 c3 272 ch90 16.289680 left
R1292 c3 272 ch130 9.017045 left
R1292 c3 272 ch131 -10.404416 left
R1292 c3 273 ch48 -26.476629 left
R1292 c3 273 ch76 -11.724505 left
R1292 c3 273 ch77 7.618763 left
R1292 c3 273 ch79 -31.294910 left
R1292 c3 273 ch80 -54.579514 left
R1292 c3 273 ch85 -28.002012 left
R1292 c3 273 ch88 -7.507258 left
R1292 c3 273 ch90 15.987876 left
R1292 c3 273 ch130 8.304721 left
R1292 c3 273 ch131 -10.383539 left
R1292 c3 274 ch48 -25.440945 left
R1292 c3 274 ch76 -11.277548 left
R1292 c3 274 ch77 7.359086 left
R1292 c3 274 ch79 -32.953461 left
R1292 c3 274 ch80 -56.799259 left
R1292 c3 274 ch85 -27.713102 left
R1292 c3 274 ch88 -6.847876 left
R1292 c3 274 ch90 15.696494 left
R1292 c3 274 ch130 7.539275 left
R1292 c3 274 ch131 -10.421900 left
R1292 c3 275 ch48 -24.309910 left
R1292 c3 275 ch76 -10.791828 left
R1292 c3 275 ch77 7.112978 left
R1292 c3 275 ch79 -34.743530 left
R1292 c3 275 ch80 -59.003403 left
R1292 c3 275 ch85 -27.499903 left
R1292 c3 275 ch88 -5.971681 left
R1292 c3 275 ch90 15.415969 left
R1292 c3 275 ch130 6.729495 left
R1292 c3 275 ch131 -10.532915 left
R1292 c3 276 ch48 -23.097874 left
R1292 c3 276 ch76 -10.278131 left
R1292 c3 276 ch77 6.890252 left
R1292 c3 276 ch79 -36.655918 left
R1292 c3 276 ch80 -61.186161 left
R1292 c3 276 ch85 -27.371807 left
R1292 c3 276 ch88 -4.885032 left
R1292 c3 276 ch90 15.147077 left
R1292 c3 276 ch130 5.884994 left
R1292 c3 276 ch131 -10.728865 left
R1292 c3 277 ch48 -21.819542 left
R1292 c3 277 ch76 -9.747108 left
R1292 c3 277 ch77 6.701129 left
R1292 c3 277 ch79 -38.679832 left
R1292 c3 277 ch80 -63.341450 left
R1292 c3 277 ch85 -27.337601 left
R1292 c3 277 ch88 -3.595701 left
R1292 c3 277 ch90 14.890944 left
R1292 c3 277 ch130 5.016118 left
R1292 c3 277 ch131 -11.020679 left
R1292 c3 278 ch48 -20.489861 left
R1292 c3 278 ch76 -9.209074 left
R1292 c3 278 ch77 6.556054 left
R1292 c3 278 ch79 -40.802986 left
R1292 c3 278 ch80 -65.462997 left
R1292 c3 278 ch85 -27.405239 left
R1292 c3 278 ch88 -2.112762 left
R1292 c3 278 ch90 14.649217 left
R1292 c3 278 ch130 4.133732 left
R1292 c3 278 ch131 -11.417758 left
R1292 c3 279 ch48 -19.123793 left
R1292 c3 279 ch76 -8.673853 left
R1292 c3 279 ch77 6.465494 left
R1292 c3 279 ch79 -43.011723 left
R1292 c3 279 ch80 -67.544334 left
R1292 c3 279 ch85 -27.581816 left
R1292 c3 279 ch88 -0.446513 left
R1292 c3 279 ch90 14.423901 left
R1292 c3 279 ch130 3.249138 left
R1292 c3 279 ch131 -11.927827 left
R1292 c3 280 ch48 -17.736202 left
R1292 c3 280 ch76 -8.150627 left
R1292 c3 280 ch77 6.439707 left
R1292 c3 280 ch79 -45.291115 left
R1292 c3 280 ch80 -69.578796 left
R1292 c3 280 ch85 -27.873432 left
R1292 c3 280 ch88 1.391617 left
R1292 c3 280 ch90 14.217576 left
R1292 c3 280 ch130 2.373839 left
R1292 c3 280 ch131 -12.556807 left
R1292 c3 281 ch48 -16.341681 left
R1292 c3 281 ch76 -7.647788 left
R1292 c3 281 ch77 6.488564 left
R1292 c3 281 ch79 -47.625156 left
R1292 c3 281 ch80 -71.559547 left
R1292 c3 281 ch85 -28.285036 left
R1292 c3 281 ch88 3.389207 left
R1292 c3 281 ch90 14.033361 left
R1292 c3 281 ch130 1.519425 left
R1292 c3 281 ch131 -13.308704 left
R1292 c3 282 ch48 -14.954441 left
R1292 c3 282 ch76 -7.172832 left
R1292 c3 282 ch77 6.621355 left
R1292 c3 282 ch79 -49.996857 left
R1292 c3 282 ch80 -73.479790 left
R1292 c3 282 ch85 -28.820383 left
R1292 c3 282 ch88 5.532969 left
R1292 c3 282 ch90 13.874884 left
R1292 c3 282 ch130 0.697379 left
R1292 c3 282 ch131 -14.185559 left
R1292 c3 283 ch48 -13.588140 left
R1292 c3 283 ch76 -6.732215 left
R1292 c3 283 ch77 6.846570 left
R1292 c3 283 ch79 -52.388474 left
R1292 c3 283 ch80 -75.332527 left
R1292 c3 283 ch85 -29.481987 left
R1292 c3 283 ch88 7.808849 left
R1292 c3 283 ch90 13.746350 left
R1292 c3 283 ch130 -0.081067 left
R1292 c3 283 ch131 -15.187401 left
R1292 c3 284 ch48 -12.255816 left
R1292 c3 284 ch76 -6.331306 left
R1292 c3 284 ch77 7.171779 left
R1292 c3 284 ch79 -54.781708 left
R1292 c3 284 ch80 -77.110855 left
R1292 c3 284 ch85 -30.270960 left
R1292 c3 284 ch88 10.202197 left
R1292 c3 284 ch90 13.652527 left
R1292 c3 284 ch130 -0.805107 left
R1292 c3 284 ch131 -16.312241 left
R1292 c3 285 ch48 -10.969746 left
R1292 c3 285 ch76 -5.974286 left
R1292 c3 285 ch77 7.603411 left
R1292 c3 285 ch79 -57.157833 left
R1292 c3 285 ch80 -78.807922 left
R1292 c3 285 ch85 -31.187090 left
R1292 c3 285 ch88 12.697881 left
R1292 c3 285 ch90 13.598758 left
R1292 c3 285 ch130 -1.464517 left
R1292 c3 285 ch131 -17.556118 left
R1292 c3 286 ch48 -9.741363 left
R1292 c3 286 ch76 -5.664155 left
R1292 c3 286 ch77 8.146665 left
R1292 c3 286 ch79 -59.497929 left
R1292 c3 286 ch80 -80.417053 left
R1292 c3 286 ch85 -32.228676 left
R1292 c3 286 ch88 15.280437 left
R1292 c3 286 ch90 13.590864 left
R1292 c3 286 ch130 -2.049786 left
R1292 c3 286 ch131 -18.913145 left
R1292 c3 287 ch48 -8.581172 left
R1292 c3 287 ch76 -5.402632 left
R1292 c3 287 ch77 8.805368 left
R1292 c3 287 ch79 -61.783199 left
R1292 c3 287 ch80 -81.931770 left
R1292 c3 287 ch85 -33.392662 left
R1292 c3 287 ch88 17.934191 left
R1292 c3 287 ch90 13.635218 left
R1292 c3 287 ch130 -2.552262 left
R1292 c3 287 ch131 -20.375586 left
R1292 c3 288 ch48 -7.498685 left
R1292 c3 288 ch76 -5.190222 left
R1292 c3 288 ch77 9.581863 left
R1292 c3 288 ch79 -63.994972 left
R1292 c3 288 ch80 -83.345810 left
R1292 c3 288 ch85 -34.674515 left
R1292 c3 288 ch88 20.643414 left
R1292 c3 288 ch90 13.738605 left
R1292 c3 288 ch130 -2.964267 left
R1292 c3 288 ch131 -21.934010 left
R1292 c3 289 ch48 -6.502344 left
R1292 c3 289 ch76 -5.026227 left
R1292 c3 289 ch77 10.477003 left
R1292 c3 289 ch79 -66.115074 left
R1292 c3 289 ch80 -84.653252 left
R1292 c3 289 ch85 -36.068386 left
R1292 c3 289 ch88 23.392433 left
R1292 c3 289 ch90 13.908245 left
R1292 c3 289 ch130 -3.279221 left
R1292 c3 289 ch131 -23.577387 left
R1292 c3 290 ch48 -5.599496 left
R1292 c3 290 ch76 -4.908740 left
R1292 c3 290 ch77 11.490026 left
R1292 c3 290 ch79 -68.125984 left
R1292 c3 290 ch80 -85.848656 left
R1292 c3 290 ch85 -37.567020 left
R1292 c3 290 ch88 26.165771 left
R1292 c3 290 ch90 14.151684 left
R1292 c3 290 ch130 -3.491718 left
R1292 c3 290 ch131 -25.293316 left
R1292 c3 291 ch48 -4.796327 left
R1292 c3 291 ch76 -4.834767 left
R1292 c3 291 ch77 12.618595 left
R1292 c3 291 ch79 -70.010994 left
R1292 c3 291 ch80 -86.926964 left
R1292 c3 291 ch85 -39.161919 left
R1292 c3 291 ch88 28.948252 left
R1292 c3 291 ch90 14.476688 left
R1292 c3 291 ch130 -3.597604 left
R1292 c3 291 ch131 -27.068140 left
R1292 c3 292 ch48 -4.097862 left
R1292 c3 292 ch76 -4.800269 left
R1292 c3 292 ch77 13.858784 left
R1292 c3 292 ch79 -71.754486 left
R1292 c3 292 ch80 -87.883614 left
R1292 c3 292 ch85 -40.843456 left
R1292 c3 292 ch88 31.725096 left
R1292 c3 292 ch90 14.891216 left
R1292 c3 292 ch130 -3.594043 left
R1292 c3 292 ch131 -28.887205 left
R1292 c3 293 ch48 -3.507927 left
R1292 c3 293 ch76 -4.800272 left
R1292 c3 293 ch77 15.205144 left
R1292 c3 293 ch79 -73.341995 left
R1292 c3 293 ch80 -88.714737 left
R1292 c3 293 ch85 -42.600845 left
R1292 c3 293 ch88 34.482067 left
R1292 c3 293 ch90 15.403255 left
R1292 c3 293 ch130 -3.479557 left
R1292 c3 293 ch131 -30.735083 left
R1292 c3 294 ch48 -3.029135 left
R1292 c3 294 ch76 -4.828956 left
R1292 c3 294 ch77 16.650730 left
R1292 c3 294 ch79 -74.760437 left
R1292 c3 294 ch80 -89.416931 left
R1292 c3 294 ch85 -44.422417 left
R1292 c3 294 ch88 37.205505 left
R1292 c3 294 ch90 16.020767 left
R1292 c3 294 ch130 -3.254027 left
R1292 c3 294 ch131 -32.595737 left
R1292 c3 295 ch48 -2.662894 left
R1292 c3 295 ch76 -4.879805 left
R1292 c3 295 ch77 18.187227 left
R1292 c3 295 ch79 -75.998215 left
R1292 c3 295 ch80 -89.987503 left
R1292 c3 295 ch85 -46.295563 left
R1292 c3 295 ch88 39.882446 left
R1292 c3 295 ch90 16.751539 left
R1292 c3 295 ch130 -2.918720 left
R1292 c3 295 ch131 -34.452812 left
R1292 c3 296 ch48 -2.409407 left
R1292 c3 296 ch76 -4.945716 left
R1292 c3 296 ch77 19.805046 left
R1292 c3 296 ch79 -77.045448 left
R1292 c3 296 ch80 -90.424461 left
R1292 c3 296 ch85 -48.207184 left
R1292 c3 296 ch88 42.500656 left
R1292 c3 296 ch90 17.603048 left
R1292 c3 296 ch130 -2.476233 left
R1292 c3 296 ch131 -36.289879 left
R1292 c3 297 ch48 -2.267684 left
R1292 c3 297 ch76 -5.019134 left
R1292 c3 297 ch77 21.493481 left
R1292 c3 297 ch79 -77.893913 left
R1292 c3 297 ch80 -90.726471 left
R1292 c3 297 ch85 -50.143467 left
R1292 c3 297 ch88 45.048710 left
R1292 c3 297 ch90 18.582369 left
R1292 c3 297 ch130 -1.930494 left
R1292 c3 297 ch131 -38.090633 left
R1292 c3 298 ch48 -2.235555 left
R1292 c3 298 ch76 -5.092196 left
R1292 c3 298 ch77 23.240837 left
R1292 c3 298 ch79 -78.537292 left
R1292 c3 298 ch80 -90.892960 left
R1292 c3 298 ch85 -52.090370 left
R1292 c3 298 ch88 47.516079 left
R1292 c3 298 ch90 19.695990 left
R1292 c3 298 ch130 -1.286656 left
R1292 c3 298 ch131 -39.839111 left
R1292 c3 299 ch48 -2.309716 left
R1292 c3 299 ch76 -5.156868 left
R1292 c3 299 ch77 25.034630 left
R1292 c3 299 ch79 -78.971054 left
R1292 c3 299 ch80 -90.924026 left
R1292 c3 299 ch85 -54.033638 left
R1292 c3 299 ch88 49.893021 left
R1292 c3 299 ch90 20.949739 left
R1292 c3 299 ch130 -0.551063 left
R1292 c3 299 ch131 -41.519989 left
R1292 c3 300 ch48 -2.485730 left
R1292 c3 300 ch76 -5.205089 left
R1292 c3 300 ch77 26.861748 left
R1292 c3 300 ch79 -79.192726 left
R1292 c3 300 ch80 -90.820518 left
R1292 c3 300 ch85 -55.958988 left
R1292 c3 300 ch88 52.170799 left
R1292 c3 300 ch90 22.348640 left
R1292 c3 300 ch130 0.268892 left
R1292 c3 300 ch131 -43.118717 left
R1292 c3 301 ch48 -2.758088 left
R1292 c3 301 ch76 -5.228901 left
R1292 c3 301 ch77 28.708685 left
R1292 c3 301 ch79 -79.201714 left
R1292 c3 301 ch80 -90.583954 left
R1292 c3 301 ch85 -57.852264 left
R1292 c3 301 ch88 54.341553 left
R1292 c3 301 ch90 23.896723 left
R1292 c3 301 ch130 1.164844 left
R1292 c3 301 ch131 -44.621727 left
R1292 c3 302 ch48 -3.120252 left
R1292 c3 302 ch76 -5.220576 left
R1292 c3 302 ch77 30.561689 left
R1292 c3 302 ch79 -78.999313 left
R1292 c3 302 ch80 -90.216515 left
R1292 c3 302 ch85 -59.699764 left
R1292 c3 302 ch88 56.398369 left
R1292 c3 302 ch90 25.596994 left
R1292 c3 302 ch130 2.127602 left
R1292 c3 302 ch131 -46.016636 left
R1292 c3 303 ch48 -3.564707 left
R1292 c3 303 ch76 -5.172751 left
R1292 c3 303 ch77 32.407036 left
R1292 c3 303 ch79 -78.588776 left
R1292 c3 303 ch80 -89.721085 left
R1292 c3 303 ch85 -61.488163 left
R1292 c3 303 ch88 58.335251 left
R1292 c3 303 ch90 27.451279 left
R1292 c3 303 ch130 3.147283 left
R1292 c3 303 ch131 -47.292358 left
R1292 c3 304 ch48 -4.083004 left
R1292 c3 304 ch76 -5.078515 left
R1292 c3 304 ch77 34.231178 left
R1292 c3 304 ch79 -77.975197 left
R1292 c3 304 ch80 -89.101051 left
R1292 c3 304 ch85 -63.204845 left
R1292 c3 304 ch88 60.147144 left
R1292 c3 304 ch90 29.460100 left
R1292 c3 304 ch130 4.213465 left
R1292 c3 304 ch131 -48.439312 left
R1292 c3 305 ch48 -4.665860 left
R1292 c3 305 ch76 -4.931545 left
R1292 c3 305 ch77 36.020969 left
R1292 c3 305 ch79 -77.165466 left
R1292 c3 305 ch80 -88.360481 left
R1292 c3 305 ch85 -64.837990 left
R1292 c3 305 ch88 61.829868 left
R1292 c3 305 ch90 31.622631 left
R1292 c3 305 ch130 5.315351 left
R1292 c3 305 ch131 -49.449417 left
R1292 c3 306 ch48 -5.303204 left
R1292 c3 306 ch76 -4.726157 left
R1292 c3 306 ch77 37.763824 left
R1292 c3 306 ch79 -76.168137 left
R1292 c3 306 ch80 -87.503883 left
R1292 c3 306 ch85 -66.376808 left
R1292 c3 306 ch88 63.380123 left
R1292 c3 306 ch90 33.936604 left
R1292 c3 306 ch130 6.441918 left
R1292 c3 306 ch131 -50.316299 left
R1292 c3 307 ch48 -5.984262 left
R1292 c3 307 ch76 -4.457414 left
R1292 c3 307 ch77 39.447975 left
R1292 c3 307 ch79 -74.993355 left
R1292 c3 307 ch80 -86.536224 left
R1292 c3 307 ch85 -67.811394 left
R1292 c3 307 ch88 64.795525 left
R1292 c3 307 ch90 36.398209 left
R1292 c3 307 ch130 7.582086 left
R1292 c3 307 ch131 -51.035187 left
R1292 c3 308 ch48 -6.697671 left
R1292 c3 308 ch76 -4.121178 left
R1292 c3 308 ch77 41.062565 left
R1292 c3 308 ch79 -73.652641 left
R1292 c3 308 ch80 -85.463028 left
R1292 c3 308 ch85 -69.133263 left
R1292 c3 308 ch88 66.074440 left
R1292 c3 308 ch90 39.002121 left
R1292 c3 308 ch130 8.724913 left
